         17603381 function calls (16933937 primitive calls) in 69.669 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:5281(_AnnotationLinkWrapper)
        1    0.000    0.000    0.000    0.000 cache.py:17(SimpleCache)
        1    0.000    0.000    0.000    0.000 _resampling.py:256(BootstrapResult)
        1    0.000    0.000    0.000    0.000 _ndbspline.py:19(NdBSpline)
        1    0.000    0.000    0.000    0.000 _nonlin.py:375(Jacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1206(LinearMixing)
        1    0.000    0.000    0.000    0.000 distance.py:1616(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 dates.py:597(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1162(List)
        1    0.000    0.000    0.000    0.000 plistlib.py:631(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 util.py:127(LRUMemo)
        1    0.000    0.000    0.000    0.000 pytables.py:4452(AppendableTable)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 numpy.py:3543(Linspace)
        1    0.000    0.000    0.000    0.000 method_name_updater.py:30(MethodNameUpdater)
        1    0.000    0.000    0.000    0.000 pjit.py:791(JitWrapped)
        1    0.000    0.000    0.000    0.000 mlir.py:662(LoweringParameters)
        1    0.000    0.000    0.000    0.000 xla_metadata.py:24(XlaMetadata)
        1    0.000    0.000    0.000    0.000 property_hint_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:193(Closure)
        1    0.000    0.000    0.000    0.000 monitored_session.py:676(WorkerSessionCreator)
        1    0.000    0.000    0.000    0.000 config_lib.py:40(DoNotConvert)
        1    0.000    0.000    0.000    0.000 combinations.py:126(DistributionCombination)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 grad_mode.py:329(_force_original_view_tracking)
        1    0.000    0.000    0.000    0.000 code.py:1085(TerminalRepr)
        2    0.000    0.000    0.000    0.000 GL_2_0.py:276(_afterCheck)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:30(__init__)
        1    0.000    0.000    0.000    0.000 qtproxies.py:103(ProxyClassMember)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:721(MimeParameters)
        1    0.000    0.000    0.000    0.000 loss.py:962(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 _util.py:417(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 _backends.py:138(UnknownSize)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2658(_CommonField)
        1    0.000    0.000    0.000    0.000 remote_module_template.py:1(<module>)
        1    0.000    0.000    0.000    0.000 modules.py:1746(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2178(ShapeGuardPythonPrinter)
        1    0.000    0.000    0.000    0.000 portalocker.py:34(LockCallable)
        1    0.000    0.000    0.000    0.000 scripts.py:254(__Coll)
        1    0.000    0.000    0.000    0.000 Ice_Instrumentation_ice.py:194(ConnectionObserver)
        1    0.000    0.000    0.000    0.000 Ice.py:143(Blobject)
        1    0.000    0.000    0.000    0.000 __init__.py:106(_InferenceStateProcess)
        1    0.000    0.000    0.000    0.000 display.py:371(FileLink)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4146(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 distance.py:1669(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 queues.py:316(JoinableQueue)
        1    0.000    0.000    0.000    0.000 random_initializers.py:30(RandomNormal)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:79(ExponentialDecay)
        1    0.000    0.000    0.000    0.000 linalg.py:9(Cholesky)
        1    0.000    0.000    0.000    0.000 core.py:1183(ExtendAxisEnvNdContextManager)
        1    0.000    0.000    0.000    0.000 response.py:253(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 convolutional.py:1075(Conv2DTranspose)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:96(ExponentialDecay)
        1    0.000    0.000    0.000    0.000 session_manager.py:596(_CountDownTimer)
        1    0.000    0.000    0.000    0.000 origin_info.py:162(OriginResolver)
        1    0.000    0.000    0.000    0.000 trace.py:27(Trace)
        1    0.000    0.000    0.000    0.000 well_known_types.py:43(Any)
        1    0.000    0.000    0.000    0.000 cancellation.py:50(CancellationManagerContext)
        1    0.000    0.000    0.000    0.000 _guards.py:359(DuplicateInputs)
        1    0.000    0.000    0.000    0.000 _guards.py:469(GlobalContextCheckpointState)
        1    0.000    0.000    0.000    0.000 _utils.py:969(_LazySeedTracker)
        1    0.000    0.000    0.000    0.000 functoolz.py:648(juxt)
        1    0.000    0.000    0.000    0.000 _aliases.py:148(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 GraphicsItem.py:19(LRU)
        1    0.000    0.000    0.000    0.000 LegendItem.py:343(ItemSample)
        1    0.000    0.000    0.000    0.000 async_service_bridge.py:131(PatternFileServiceBridge)
        1    0.000    0.000    0.000    0.000 request.py:787(ProxyHandler)
        3    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 core_schema.py:161(FieldSerializationInfo)
        1    0.000    0.000    0.000    0.000 _base.py:1051(RadiusNeighborsMixin)
        1    0.000    0.000    0.000    0.000 omero_ServerErrors_ice.py:465(OptimisticLockException)
        1    0.000    0.000    0.000    0.000 utils.py:127(_CharSizesCache)
        1    0.000    0.000    0.000    0.000 pickleshare.py:285(PickleShareLink)
        1    0.000    0.000    0.000    0.000 _param_validation.py:557(_RandomStates)
        1    0.000    0.000    0.000    0.000 variable_scope.py:980(_LazyEvalTensor)
        4    0.000    0.000    0.000    0.000 fake_tensor.py:559(__set_name__)
        1    0.000    0.000    0.000    0.000 __init__.py:132(MultiHostHost)
        1    0.000    0.000    0.000    0.000 _individual.py:9(Individual)
        1    0.000    0.000    0.000    0.000 _split.py:250(LeavePOut)
        1    0.000    0.000    0.000    0.000 objective_function.py:18(ObjectiveFunction)
        1    0.000    0.000    0.000    0.000 googlenet.py:266(BasicConv2d)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:2349(AutogradFunctionApplyVariable)
        1    0.000    0.000    0.000    0.000 device_interface.py:302(Event)
        1    0.000    0.000    0.000    0.000 source.py:724(CallMethodItemSource)
        1    0.000    0.000    0.000    0.000 transforms.py:964(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:6772(PropagateUnbackedSymInts)
        1    0.000    0.000    0.000    0.000 transforms.py:985(FiveCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:172(ConvertImageDtype)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:20(_PCGSolver)
        1    0.000    0.000    0.000    0.000 graphml.py:702(GraphMLWriterLxml)
        1    0.000    0.000    0.000    0.000 omero_Repositories_ice.py:2201(RepositoryMap)
        1    0.000    0.000    0.000    0.000 history.py:219(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 capture.py:124(capture_output)
        1    0.000    0.000    0.000    0.000 compressor.py:88(CompressorWrapper)
        1    0.000    0.000    0.000    0.000 backend_tools.py:365(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:929(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 colors.py:2842(PowerNorm)
        1    0.000    0.000    0.000    0.000 scale.py:479(AsinhTransform)
        1    0.000    0.000    0.000    0.000 _decorators.py:408(Substitution)
        1    0.000    0.000    0.000    0.000 config.py:88(RegisteredOption)
        1    0.000    0.000    0.000    0.000 converters.py:66(default_if_none)
        1    0.000    0.000    0.000    0.000 test_combinations.py:437(NamedObject)
        1    0.000    0.000    0.000    0.000 remote_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:51(Connection)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:29(FunctionScope)
        1    0.000    0.000    0.000    0.000 monitoring.py:204(IntGaugeCell)
        1    0.000    0.000    0.000    0.000 monitoring.py:416(ExponentialBuckets)
        1    0.000    0.000    0.000    0.000 decoder.py:264(_FloatDecoder)
        1    0.000    0.000    0.000    0.000 structures.py:9(DataChunkDF)
        1    0.000    0.000    0.000    0.000 _backend.py:409(Dispatchable)
        1    0.000    0.000    0.000    0.000 python.py:625(Package)
        1    0.000    0.000    0.000    0.000 MultiPlotItem.py:11(MultiPlotItem)
        1    0.000    0.000    0.000    0.000 async_service_bridge.py:193(ExternalEditorServiceBridge)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(MemoryConversionError)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:482(InvalidMailbox)
        1    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
        2    0.000    0.000    0.000    0.000 estimator.py:17(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:371(SafeGetItemProxy)
        1    0.000    0.000    0.000    0.000 _split.py:1741(RepeatedStratifiedKFold)
        1    0.000    0.000    0.000    0.000 schemas.py:694(TensorAlias)
        1    0.000    0.000    0.000    0.000 schemas.py:872(AOTAutogradCacheInfo)
        1    0.000    0.000    0.000    0.000 docscrape.py:577(FunctionDoc)
        1    0.000    0.000    0.000    0.000 IceGrid_Exception_ice.py:166(ObjectExistsException)
        1    0.000    0.000    0.000    0.000 conversions.py:26(Conversion)
        1    0.000    0.000    0.000    0.000 _spline_kernel_weights.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1485(NoProxies)
        1    0.000    0.000    0.000    0.000 exceptions.py:286(Exit)
        1    0.000    0.000    0.000    0.000 base.py:13(_BoundTypeVarName)
        1    0.000    0.000    0.000    0.000 context.py:376(CompForContext)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:133(_DynamicArrayAdditions)
        1    0.000    0.000    0.000    0.000 widgets.py:251(SliderBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:432(ToolYScale)
        1    0.000    0.000    0.000    0.000 scale.py:46(ScaleBase)
        1    0.000    0.000    0.000    0.000 format.py:1274(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 pxla.py:679(ReplicaInfo)
        1    0.000    0.000    0.000    0.000 socketserver.py:737(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 pooling.py:1177(GlobalPooling3D)
        1    0.000    0.000    0.000    0.000 generic_utils.py:49(CustomObjectScope)
        1    0.000    0.000    0.000    0.000 tpu_util.py:130(LazyVariableTracker)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:416(StaticHashTableV1)
        1    0.000    0.000    0.000    0.000 values.py:436(Mirrored)
        1    0.000    0.000    0.000    0.000 asserts.py:23(AssertTransformer)
        2    0.000    0.000    0.000    0.000 deprecation.py:697(silence)
        1    0.000    0.000    0.000    0.000 minidom.py:1215(CDATASection)
        1    0.000    0.000    0.000    0.000 loss.py:1045(HuberLoss)
        1    0.000    0.000    0.000    0.000 package_exporter.py:128(PackagingError)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:196(SourceLoader)
        1    0.000    0.000    0.000    0.000 v3.py:531(ConsolidatedMetadataStoreV3)
        1    0.000    0.000    0.000    0.000 ndarray_like.py:32(FlagsObj)
        1    0.000    0.000    0.000    0.000 _builtin_funcs.py:19(RangeFunc)
        1    0.000    0.000    0.000    0.000 compat.py:34(PathAwareHookProxy)
        1    0.000    0.000    0.000    0.000 expression.py:59(Token)
        1    0.000    0.000    0.000    0.000 PColorMeshItem.py:11(QuadInstances)
        1    0.000    0.000    0.000    0.000 utils.py:3056(_Anchors)
        1    0.000    0.000    0.000    0.000 scale.py:596(LogitTransform)
        1    0.000    0.000    0.000    0.000 custom_derivatives.py:737(CustomVJPPrimal)
        1    0.000    0.000    0.000    0.000 core.py:608(Flatten)
        1    0.000    0.000    0.000    0.000 _split.py:1316(LeaveOneGroupOut)
        1    0.000    0.000    0.000    0.000 source.py:609(NNModuleSource)
        1    0.000    0.000    0.000    0.000 source.py:704(SubclassAttrListSource)
        1    0.000    0.000    0.000    0.000 driver.py:47(DriverConfig)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:292(ivmpf_constant)
        1    0.000    0.000    0.000    0.000 config.py:578(_collective)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:65(ONNXFakeContext)
        1    0.000    0.000    0.000    0.000 __init__.py:195(OmeroRestrictionWrapper)
        1    0.000    0.000    0.000    0.000 filters.py:129(ParserTreeFilter)
        1    0.000    0.000    0.000    0.000 tokenutil.py:15(Token)
        1    0.000    0.000    0.000    0.000 pool.py:99(CustomizablePicklingQueue)
        1    0.000    0.000    0.000    0.000 format.py:1486(_Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 number_types.py:56(Uint32Flags)
        1    0.000    0.000    0.000    0.000 _base_connection.py:19(_ResponseOptions)
        1    0.000    0.000    0.000    0.000 json_utils.py:36(Encoder)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:483(_OneDeviceReplicaContext)
        1    0.000    0.000    0.000    0.000 test_util.py:2188(FakeEagerSession)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:4175(_DefaultReplicaContext)
        1    0.000    0.000    0.000    0.000 monitoring.py:230(IntGauge)
        1    0.000    0.000    0.000    0.000 qconfig.py:85(QConfig)
        2    0.000    0.000    0.000    0.000 __init__.py:1558(__init__)
        1    0.000    0.000    0.000    0.000 argparsing.py:489(DropShorterLongHelpFormatter)
        1    0.000    0.000    0.000    0.000 _environment.py:165(_get_hipcc_path)
        1    0.000    0.000    0.000    0.000 converters.py:10(Converter)
        3    0.000    0.000    0.000    0.000 TableWidget.py:10(_defersort)
        1    0.000    0.000    0.000    0.000 pipeline_migration.py:277(LegacyGroupByUnpickler)
        1    0.000    0.000    0.000    0.000 extras.py:213(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 logger.py:170(TraceFormatter)
        1    0.000    0.000    0.000    0.000 constants.py:103(get_version)
        1    0.000    0.000    0.000    0.000 sets.py:2724(SetKind)
        1    0.000    0.000    0.000    0.000 reportviews.py:822(EdgeDataView)
        1    0.000    0.000    0.000    0.000 IceGrid_Admin_ice.py:639(ApplicationUpdateInfo)
        1    0.000    0.000    0.000    0.000 _json.py:295(FrameWriter)
        1    0.000    0.000    0.000    0.000 _guards.py:435(ModuleContextCheckpointState)
        1    0.000    0.000    0.000    0.000 __init__.py:68(SupportsGt)
        1    0.000    0.000    0.000    0.000 __init__.py:108(ValidatePythonHandlerProtocol)
        1    0.000    0.000    0.000    0.000 core_schema.py:1323(IsInstanceSchema)
        1    0.000    0.000    0.000    0.000 introspection.py:336(ForbiddenQualifier)
        1    0.000    0.000    0.000    0.000 _split.py:891(StratifiedGroupKFold)
        1    0.000    0.000    0.000    0.000 managers.py:1060(ConditionProxy)
        1    0.000    0.000    0.000    0.000 googlenet.py:40(QuantizableInception)
        1    0.000    0.000    0.000    0.000 testing.py:279(Mark)
        1    0.000    0.000    0.000    0.000 transforms.py:107(ToTensor)
        1    0.000    0.000    0.000    0.000 IceGrid_Admin_ice.py:91(ObjectInfo)
        1    0.000    0.000    0.000    0.000 names.py:664(ModuleName)
        1    0.000    0.000    0.000    0.000 vt100.py:145(_16ColorCache)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 _mathtext.py:120(Output)
        1    0.000    0.000    0.000    0.000 subtract.py:6(Subtract)
        1    0.000    0.000    0.000    0.000 conv1d.py:6(Conv1D)
        1    0.000    0.000    0.000    0.000 core.py:668(name_scope)
        1    0.000    0.000    0.000    0.000 training_generator_v1.py:639(EagerDatasetOrIteratorTrainingLoop)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(RequestError)
        1    0.000    0.000    0.000    0.000 collective_util.py:50(_OptionsExported)
        1    0.000    0.000    0.000    0.000 pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 stubs.py:6(QuantStub)
        1    0.000    0.000    0.000    0.000 splitter_base.py:42(_SplitterSettingBase)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1040(_DispatchCacheEntryOutputInfo)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1046(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 __init__.py:14(verbose)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:60(ThroughputBenchmark)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1274(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 functoolz.py:148(InstanceProperty)
        1    0.000    0.000    0.000    0.000 expression.py:270(MatcherNameAdapter)
        1    0.000    0.000    0.000    0.000 SpinBox.py:606(ErrorBox)
        2    0.000    0.000    0.000    0.000 core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        1    0.000    0.000    0.000    0.000 core.py:2502(static_range)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2500(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 patches.py:71(AttributeWrapper)
        4    0.000    0.000    0.000    0.000 arrayhelpers.py:79(__init__)
        1    0.000    0.000    0.000    0.000 _generics.py:43(LimitedDict)
        1    0.000    0.000    0.000    0.000 source.py:235(LocalCellSource)
        1    0.000    0.000    0.000    0.000 single.py:1107(Liouville)
        1    0.000    0.000    0.000    0.000 transforms.py:331(MellinTransform)
        1    0.000    0.000    0.000    0.000 io_adapter.py:103(OutputAdapter)
        1    0.000    0.000    0.000    0.000 _infra.py:264(Invocation)
        1    0.000    0.000    0.000    0.000 _geometric.py:1657(PolynomialTransform)
        1    0.000    0.000    0.000    0.000 formatters.py:81(Label)
        1    0.000    0.000    0.000    0.000 formatters.py:61(Text)
        1    0.000    0.000    0.000    0.000 _available_if.py:8(_AvailableIfDescriptor)
        1    0.000    0.000    0.000    0.000 _hypotests.py:913(BarnardExactResult)
        1    0.000    0.000    0.000    0.000 _polyint.py:244(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 backend_tools.py:595(ToolHome)
        1    0.000    0.000    0.000    0.000 plistlib.py:283(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 scale.py:259(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:16(Mat)
        1    0.000    0.000    0.000    0.000 custom_transpose.py:165(CustomTransposePrimitive)
        1    0.000    0.000    0.000    0.000 pxla.py:671(ShardInfo)
        1    0.000    0.000    0.000    0.000 util.py:385(Hashable)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(ProxyError)
        1    0.000    0.000    0.000    0.000 recurrent.py:2521(PeepholeLSTMCell)
        1    0.000    0.000    0.000    0.000 training_utils.py:121(RespectCompiledTrainableState)
        1    0.000    0.000    0.000    0.000 optimizer_v1.py:302(Adagrad)
        1    0.000    0.000    0.000    0.000 test_combinations.py:58(TestCombination)
        1    0.000    0.000    0.000    0.000 input_lib.py:120(DistributedDatasetsFromFunctionV1)
        1    0.000    0.000    0.000    0.000 reaching_fndefs.py:105(TreeAnnotator)
        1    0.000    0.000    0.000    0.000 reinplace.py:61(_FunctionalizationMetadataProp)
        1    0.000    0.000    0.000    0.000 utils.py:138(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 proxy.py:40(Scope)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:11(SequenceWrapperMapDataPipe)
        1    0.000    0.000    0.000    0.000 model.py:1224(BackendMetadata)
        1    0.000    0.000    0.000    0.000 fixtures.py:171(FixtureArgKey)
        1    0.000    0.000    0.000    0.000 capture.py:557(FDCaptureBinary)
        1    0.000    0.000    0.000    0.000 arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 _fusion_op.py:15(_UfuncRoutine)
        1    0.000    0.000    0.000    0.000 variable.py:14(Variable)
        1    0.000    0.000    0.000    0.000 misc.py:48(Literal)
        1    0.000    0.000    0.000    0.000 {built-in method key}
        3    0.000    0.000    0.000    0.000 magic.py:78(needs_local_scope)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 variable_scope_shim.py:585(VariableScopeWrapperLayer)
        4    0.000    0.000    0.000    0.000 fake_tensor.py:556(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method y}
        1    0.000    0.000    0.000    0.000 _decorators.py:197(__get__)
        1    0.000    0.000    0.000    0.000 dicts.py:694(DictValues)
        1    0.000    0.000    0.000    0.000 single.py:1046(SecondNonlinearAutonomousConserved)
        1    0.000    0.000    0.000    0.000 facts.py:286(__init__)
        1    0.000    0.000    0.000    0.000 IceGrid_UserAccountMapper_ice.py:31(UserAccountNotFoundException)
        1    0.000    0.000    0.000    0.000 __init__.py:10662(_ObjectiveSettingsWrapper)
        1    0.000    0.000    0.000    0.000 tree.py:379(Module)
        1    0.000    0.000    0.000    0.000 key_processor.py:36(KeyPress)
        1    0.000    0.000    0.000    0.000 loader.py:470(ConfigLoader)
        1    0.000    0.000    0.000    0.000 bunch.py:13(Bunch)
        1    0.000    0.000    0.000    0.000 traitlets.py:2370(This)
        1    0.000    0.000    0.000    0.000 actions.py:19(OnlyOnce)
        1    0.000    0.000    0.000    0.000 core.py:2627(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:1029(_TPUSharedDeviceSpecificEmbeddingColumnV2)
        1    0.000    0.000    0.000    0.000 supervisor.py:1024(SVSummaryThread)
        1    0.000    0.000    0.000    0.000 linalg.py:46(EighResult)
        1    0.000    0.000    0.000    0.000 _api.py:33(AcquireReturnProxy)
        1    0.000    0.000    0.000    0.000 asyncio.py:70(AsyncFileLockMeta)
        1    0.000    0.000    0.000    0.000 effects.py:89(EffectTypeSet)
        1    0.000    0.000    0.000    0.000 training_generator_v1.py:542(GeneratorOrSequenceTrainingLoop)
        1    0.000    0.000    0.000    0.000 training_distributed_v1.py:778(DistributionMultiWorkerTrainingLoop)
        1    0.000    0.000    0.000    0.000 exceptions.py:261(IncompleteRead)
        1    0.000    0.000    0.000    0.000 optimizer.py:107(_RefVariableProcessor)
        1    0.000    0.000    0.000    0.000 break_statements.py:35(BreakTransformer)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:125(_ListCodec)
        1    0.000    0.000    0.000    0.000 tf_stack.py:91(StackTraceFilter)
        1    0.000    0.000    0.000    0.000 tf_export.py:56(_Attributes)
        1    0.000    0.000    0.000    0.000 ops.py:174(NullContextmanager)
        1    0.000    0.000    0.000    0.000 __init__.py:53(ExportDynamoConfig)
        1    0.000    0.000    0.000    0.000 split_module.py:18(Partition)
        1    0.000    0.000    0.000    0.000 _internal.py:779(TorchLogsFormatter)
        1    0.000    0.000    0.000    0.000 loss.py:548(MSELoss)
        1    0.000    0.000    0.000    0.000 importer.py:167(_SysImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:13(TensorboardEventHandler)
        1    0.000    0.000    0.000    0.000 jiterator.py:54(_JittedFunction)
        1    0.000    0.000    0.000    0.000 v3.py:508(LRUStoreCacheV3)
        1    0.000    0.000    0.000    0.000 error.py:158(ZMQVersionError)
        1    0.000    0.000    0.000    0.000 __init__.py:90(QtModuleNotFoundError)
        1    0.000    0.000    0.000    0.000 persistent_system_monitor.py:234(stop_monitoring)
        1    0.000    0.000    0.000    0.000 main.py:478(_bestrelpath_cache)
        1    0.000    0.000    0.000    0.000 result.py:156(addUnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 DateAxisItem.py:94(TickSpec)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 {built-in method setColumnMinimumWidth}
        4    0.000    0.000    0.000    0.000 multiclass.py:183(_estimators_has)
        2    0.000    0.000    0.000    0.000 debug.py:113(warnOnException)
        1    0.000    0.000    0.000    0.000 types.py:386(AllowInfNan)
        1    0.000    0.000    0.000    0.000 core_schema.py:3923(DefinitionsSchema)
        1    0.000    0.000    0.000    0.000 kernels.py:1596(Matern)
        1    0.000    0.000    0.000    0.000 downloaders.py:90(HTTPDownloader)
        1    0.000    0.000    0.000    0.000 _progress_bar.py:50(ProgressBarLVL0)
        1    0.000    0.000    0.000    0.000 map.py:45(MapImpl)
        1    0.000    0.000    0.000    0.000 types.py:73(ProfilerStartHook)
        3    0.000    0.000    0.000    0.000 core.py:104(do_one)
        1    0.000    0.000    0.000    0.000 modules.py:504(FreeModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 bessel.py:843(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 bessel.py:742(hankel1)
        1    0.000    0.000    0.000    0.000 symbol.py:25(Str)
        4    0.000    0.000    0.000    0.000 basic.py:869(args)
        1    0.000    0.000    0.000    0.000 transforms.py:485(RandomTransforms)
        1    0.000    0.000    0.000    0.000 utils.py:122(change_default_value)
        1    0.000    0.000    0.000    0.000 Ice.py:183(LocalException)
        1    0.000    0.000    0.000    0.000 tree.py:982(AssertStmt)
        1    0.000    0.000    0.000    0.000 base.py:190(ThreadedCompleter)
        1    0.000    0.000    0.000    0.000 magic.py:282(output_can_be_silenced)
        1    0.000    0.000    0.000    0.000 common.py:126(OdeSolution)
        1    0.000    0.000    0.000    0.000 _optimize.py:59(MemoizeJac)
        1    0.000    0.000    0.000    0.000 backend_tools.py:375(ToolGrid)
        1    0.000    0.000    0.000    0.000 scale.py:621(LogisticTransform)
        1    0.000    0.000    0.000    0.000 py_dataset_adapter.py:550(OrderedEnqueuer)
        1    0.000    0.000    0.000    0.000 groupby.py:730(GroupByPlot)
        1    0.000    0.000    0.000    0.000 config.py:81(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 object_registration.py:10(CustomObjectScope)
        1    0.000    0.000    0.000    0.000 Image.py:3712(register_mime)
        1    0.000    0.000    0.000    0.000 core.py:2195(Token)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:272(_Line)
        1    0.000    0.000    0.000    0.000 calibration_algorithm.py:217(_AverageMinMax)
        1    0.000    0.000    0.000    0.000 grpc_wrapper.py:148(TensorBoardDebugWrapperSession)
        1    0.000    0.000    0.000    0.000 hooks.py:144(DumpingDebugHook)
        1    0.000    0.000    0.000    0.000 _base_connection.py:12(ProxyConfig)
        1    0.000    0.000    0.000    0.000 retry.py:33(RequestHistory)
        1    0.000    0.000    0.000    0.000 autocast_variable.py:541(enable_auto_cast_variables)
        1    0.000    0.000    0.000    0.000 input_lib.py:373(_SingleWorkerCallableIterator)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:2087(_Saveable)
        1    0.000    0.000    0.000    0.000 context.py:502(_TensorCacheDeleter)
        1    0.000    0.000    0.000    0.000 __init__.py:228(_update_logger_levels)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 stubs.py:24(DeQuantStub)
        1    0.000    0.000    0.000    0.000 hints_wrap.py:19(HintsWrapper)
        1    0.000    0.000    0.000    0.000 _guards.py:945(ChainedSource)
        1    0.000    0.000    0.000    0.000 pooling.py:81(MaxPool1d)
        1    0.000    0.000    0.000    0.000 parameter.py:181(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 serialization.py:381(skip_data)
        1    0.000    0.000    0.000    0.000 _concrete.py:349(RadioButtons)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:230(__init__)
