         17603381 function calls (16933937 primitive calls) in 69.669 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       45    0.000    0.000    0.000    0.000 sym_node.py:1213(_make_node_magic)
        1    0.000    0.000    0.000    0.000 omero_model_EllipseI.py:25(EllipseI)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:914(parseString)
        1    0.000    0.000    0.000    0.000 tifffile.py:15668(COMPRESSION)
        1    0.000    0.000    0.000    0.000 ColorMapMenu.py:1(<module>)
       21    0.000    0.000    0.000    0.000 util.py:328(wrap)
     1189    0.000    0.000    0.000    0.000 libintmath.py:91(python_bitcount)
        2    0.000    0.000    0.000    0.000 namespace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_diag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 checkbox_group_widget.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1228(resolve)
        1    0.000    0.000    0.000    0.000 Ice_Communicator_ice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug_prims.py:1(<module>)
      287    0.000    0.000    0.000    0.000 mlir.py:856(register_lowering)
        1    0.000    0.000    0.000    0.000 _factor_analysis.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1212(set_data)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
        3    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_FilamentI.py:25(FilamentI)
       25    0.000    0.000    0.000    0.000 monitoring.py:114(__init__)
        1    0.000    0.000    0.000    0.000 training_distributed_v1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_tracer_report.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_PolygonI.py:25(PolygonI)
       30    0.000    0.000    0.000    0.000 GL_1_1.py:13(_f)
      831    0.000    0.000    0.000    0.000 {method '_fastdict_insert' of 'fast_module_type.FastModuleType' objects}
        1    0.000    0.000    0.000    0.000 constant_op.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filelister.py:1(<module>)
        1    0.000    0.000    0.000    0.000 link_prediction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fir_filter_design.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:160(IntervalIndex)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2.py:75(TPUEmbedding)
      128    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
        1    0.000    0.000    0.000    0.000 _dtypes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
       15    0.000    0.000    0.000    0.000 common.py:1606(pandas_dtype)
        1    0.000    0.000    0.000    0.000 flow_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser_metaprogramming.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _target.py:1(<module>)
        1    0.000    0.000    0.000    0.000 control_flow_state.py:1(<module>)
    92/70    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(__iter__)
        2    0.000    0.000    0.000    0.000 backend_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 video_utils.py:1(<module>)
      268    0.000    0.000    0.000    0.000 _param_validation.py:359(__init__)
        1    0.000    0.000    0.000    0.000 omero_ROMIO_ice.py:1(<module>)
        2    0.000    0.000    0.000    0.000 LegendItem.py:191(setParentItem)
        1    0.000    0.000    0.000    0.000 nonhomogeneous.py:1(<module>)
        4    0.000    0.000    0.000    0.000 unified_registry.py:401(_ensure_library_warmed)
        1    0.000    0.000    0.000    0.000 project.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Ice_CommunicatorF_ice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 student_t.py:42(StudentT)
       69    0.000    0.000    0.000    0.000 deprecation.py:411(deprecated_args)
        1    0.000    0.000    0.000    0.000 GraphicsScene.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gpu_kernels.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy_factory.py:1713(auto_create_decorator)
        1    0.000    0.000    0.000    0.000 ParameterTree.py:1(<module>)
        3    0.000    0.000    0.000    0.000 decorator.py:200(decorate)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 anchor_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 custom_nest_trace_type.py:1(<module>)
        2    0.000    0.000    0.000    0.000 GraphicsWidgetAnchor.py:22(anchor)
        1    0.000    0.000    0.000    0.000 _special_locations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_MapAnnotationI.py:25(MapAnnotationI)
     1694    0.000    0.000    0.000    0.000 unicode.py:63(<genexpr>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 error_codes_pb2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spdx.py:1(<module>)
       35    0.000    0.000    0.000    0.000 __init__.py:50(modules_filter)
        2    0.000    0.000    0.000    0.000 discovery.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ragged_check_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:1407(ArtistInspector)
        1    0.000    0.000    0.000    0.000 galoisgroups.py:1(<module>)
     2291    0.000    0.000    0.000    0.000 docscrape.py:50(__getitem__)
        1    0.000    0.000    0.000    0.000 table.py:154(Table)
        1    0.000    0.000    0.000    0.000 omero_model_ChannelI.py:25(ChannelI)
      673    0.000    0.000    0.000    0.000 _ops.py:1126(overloads)
        2    0.000    0.000    0.000    0.000 functions.py:1353(make_opaque_bitwise_fn)
        1    0.000    0.000    0.000    0.000 _ndimage_interp_kernels.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lite.py:2090(TFLiteConverterV2)
     1324    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 text.py:525(DollarFormatter)
        5    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
       22    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:555(_)
       64    0.000    0.000    0.000    0.000 base.py:105(create)
        1    0.000    0.000    0.000    0.000 fiji_stream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simple_save.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed_save_op.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_TimestampAnnotationI.py:1(<module>)
      636    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
     2058    0.000    0.000    0.000    0.000 ViewBox.py:302(implements)
        1    0.000    0.000    0.000    0.000 custom_ops.py:1(<module>)
      261    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
        1    0.000    0.000    0.000    0.000 lie_group.py:1(<module>)
        3    0.000    0.000    0.000    0.000 grad_scaler.py:1(<module>)
       95    0.000    0.000    0.000    0.000 sympify.py:98(sympify)
        2    0.000    0.000    0.000    0.000 packing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:241(Tracer)
      124    0.000    0.000    0.000    0.000 api_util.py:62(_ensure_str_tuple)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 permutation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matadd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bitwise_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _export.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:1(<module>)
       51    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 _make.py:1747(_add_eq)
        1    0.000    0.000    0.000    0.000 resource_loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_NamespaceI.py:25(NamespaceI)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vt100.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_PlateI.py:25(PlateI)
        1    0.000    0.000    0.000    0.000 lraspp.py:1(<module>)
      892    0.000    0.000    0.000    0.000 unified_registry.py:718(<genexpr>)
        1    0.000    0.000    0.000    0.000 library.py:451(define)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:687(OrtBackendOptions)
        1    0.000    0.000    0.000    0.000 omero_model_ThumbnailGenerationJobI.py:1(<module>)
        2    0.000    0.000    0.000    0.000 multi_draw_indirect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 s3d.py:1(<module>)
       36    0.000    0.000    0.000    0.000 traitlets.py:3579(__init__)
        1    0.000    0.000    0.000    0.000 Ice_ObjectAdapter_ice.py:1(<module>)
     3166    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
        1    0.000    0.000    0.000    0.000 omero_model_MaskI.py:25(MaskI)
        1    0.000    0.000    0.000    0.000 zarr.py:168(ZarrStorageBackend)
        1    0.000    0.000    0.000    0.000 omero_model_ChannelBindingI.py:25(ChannelBindingI)
        1    0.000    0.000    0.000    0.000 omero_model_AdminPrivilegeI.py:25(AdminPrivilegeI)
        1    0.000    0.000    0.000    0.000 context.py:519(Context)
        1    0.000    0.000    0.000    0.000 beta.py:46(Beta)
        1    0.000    0.000    0.000    0.000 dtypes.py:93(_make_lattice_upper_bounds)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rewriter_config_pb2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _set_output.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ask.py:21(AssumptionKeys)
     1936    0.000    0.000    0.000    0.000 nanfunctions.py:231(_nanmin_dispatcher)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 checklist.py:10(ChecklistParameterItem)
        1    0.000    0.000    0.000    0.000 consolidate_analysis_results.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:51(Multinomial)
      977    0.000    0.000    0.000    0.000 {built-in method determinant}
        6    0.000    0.000    0.000    0.000 text_format.py:1072(_MergeScalarField)
        3    0.000    0.000    0.000    0.000 system_monitor.py:220(_update_font_sizes_from_panel)
        1    0.000    0.000    0.000    0.000 monkey.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_api_IShare_ice.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
        1    0.000    0.000    0.000    0.000 _kernels.py:1(<module>)
       68    0.000    0.000    0.000    0.000 _internal.py:14(get_xp)
        2    0.000    0.000    0.000    0.000 adamw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gmpy.py:109(_get_flint)
        2    0.000    0.000    0.000    0.000 tracing_compilation.py:95(__post_init__)
        1    0.000    0.000    0.000    0.000 omero_model_Filter_ice.py:1(<module>)
       67    0.000    0.000    0.000    0.000 images.py:431(setDimensionsAsInts)
        4    0.000    0.000    0.000    0.000 _model_construction.py:366(inspect_namespace)
        1    0.000    0.000    0.000    0.000 singleton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exp_family.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chordal.py:1(<module>)
      306    0.000    0.000    0.000    0.000 results.py:153(__new__)
        2    0.000    0.000    0.000    0.000 _lobpcg.py:1(<module>)
      159    0.000    0.000    0.000    0.000 traitlets.py:857(tag)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:195(_write_atomic)
        8    0.000    0.000    0.000    0.000 AxisItem.py:599(linkToView)
        1    0.000    0.000    0.000    0.000 self_supervised_2d_deconvolution.py:1(<module>)
        6    0.000    0.000    0.000    0.000 tf_inspect.py:357(getmembers)
       49    0.000    0.000    0.000    0.000 glob.py:192(_lexists)
        4    0.000    0.000    0.000    0.000 _common.py:62(_register_sharded_op_on_local_shards)
        1    0.000    0.000    0.000    0.000 _ranged_widget.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:1(<module>)
     2040    0.000    0.000    0.000    0.000 fromnumeric.py:2831(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 debug_event_pb2.py:1(<module>)
      479    0.000    0.000    0.000    0.000 message.py:331(set_payload)
       22    0.000    0.000    0.000    0.000 debug.py:12(_f)
      763    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1967(TimelikeOps)
        1    0.000    0.000    0.000    0.000 instance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 save_model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_IObject_ice.py:1(<module>)
      125    0.000    0.000    0.000    0.000 simple_registry.py:30(find)
        1    0.000    0.000    0.000    0.000 sharding_policies.py:1(<module>)
        4    0.000    0.000    0.000    0.000 format.py:587(_read_array_header)
        1    0.000    0.000    0.000    0.000 _iforest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hadamard.py:1(<module>)
        1    0.000    0.000    0.000    0.000 seed_generator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:41(Normal)
        5    0.000    0.000    0.000    0.000 decorator.py:144(make)
       28    0.000    0.000    0.000    0.000 _mangling.py:46(is_mangled)
        4    0.000    0.000    0.000    0.000 ScatterPlotItem.py:473(addPoints)
        1    0.000    0.000    0.000    0.000 omero_model_Experimenter_ice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _position_node_finder.py:1(<module>)
